query,symbol,notfound
ENSG00000253438,PCAT1,
ENSG00000253217,,
ENSG00000253177,LOC101926956,
ENSG00000252677,,
ENSG00000252355,RN7SKP287,
ENSG00000252275,RNU7-192P,
ENSG00000251916,RNU1-61P,
ENSG00000251374,,
ENSG00000251356,RAB5CP2,
ENSG00000251165,F11-AS1,
ENSG00000250515,,
ENSG00000250050,MTND4P9,
ENSG00000249893,MTND6P16,
ENSG00000249846,LINC02021,
ENSG00000249773,,
ENSG00000249740,LINC01265,
ENSG00000249426,,
ENSG00000249395,CASC9,
ENSG00000248774,,
ENSG00000248515,,
ENSG00000248405,PRR5-ARHGAP8,
ENSG00000247373,TMED2-DT,
ENSG00000246982,,
ENSG00000246548,LINC02288,
ENSG00000244567,,True
ENSG00000243885,,
ENSG00000243384,,
ENSG00000242612,DECR2,
ENSG00000242444,,
ENSG00000242151,DYNLL1P5,
ENSG00000242019,KIR3DL3,
ENSG00000241907,RPS20P4,
ENSG00000241886,,
ENSG00000240791,MTND4LP7,
ENSG00000240563,L1TD1,
ENSG00000240499,,
ENSG00000240098,RN7SL351P,
ENSG00000240089,BMS1P3,
ENSG00000239887,C1orf226,
ENSG00000238498,SNORD13P1,
ENSG00000237850,LOC645202,
ENSG00000237761,,
ENSG00000237493,,
ENSG00000237399,PITRM1-AS1,
ENSG00000237118,CYP2F2P,
ENSG00000237031,,
ENSG00000236988,CTDSPL2P1,
ENSG00000236463,LINC00427,
ENSG00000236319,,
ENSG00000235770,LINC00607,
ENSG00000235049,LINC00940,
ENSG00000234572,LINC01800,
ENSG00000234155,LINC02535,
ENSG00000233461,,
ENSG00000233354,LINC00028,
ENSG00000232725,,
ENSG00000232361,,
ENSG00000232328,,
ENSG00000232223,CNN2P10,
ENSG00000231947,MTND2P24,
ENSG00000231731,,
ENSG00000231651,DLG3-AS1,
ENSG00000231595,,True
ENSG00000231459,,True
ENSG00000231295,,
ENSG00000231104,,
ENSG00000230838,LINC01614,
ENSG00000230712,GGTLC4P,
ENSG00000230710,LINC00332,
ENSG00000230528,NOS2P3,
ENSG00000230372,,True
ENSG00000230164,MAS1LP1,
ENSG00000230106,SNRPCP15,
ENSG00000230099,TRBV5-4,
ENSG00000229917,RPL7P46,
ENSG00000229647,MYOSLID,
ENSG00000228409,CCT6P1,
ENSG00000228361,,
ENSG00000228278,ORM2,
ENSG00000228054,RANP5,
ENSG00000227107,,
ENSG00000227071,FOCAD-AS1,
ENSG00000226791,LINC02611,
ENSG00000226479,TMEM185B,
ENSG00000226363,HAGLROS,
ENSG00000226137,BAIAP2-DT,
ENSG00000226088,HHLA3-AS1,
ENSG00000225938,,
ENSG00000225932,CTAGE4,
ENSG00000225891,DHDDS-AS1,
ENSG00000225612,LOC105375589,
ENSG00000225267,RPL8P2,
ENSG00000225131,PSME2P2,
ENSG00000224969,,
ENSG00000224809,BEND3P2,
ENSG00000224730,LILRB1-AS1,
ENSG00000224570,,
ENSG00000224259,LINC01133,
ENSG00000224209,LINC00466,
ENSG00000224081,SLC44A3-AS1,
ENSG00000223800,,
ENSG00000223391,RDXP2,
ENSG00000222898,RN7SKP97,
ENSG00000222726,RNU2-7P,
ENSG00000222429,RNU6-955P,
ENSG00000222385,RN7SKP158,
ENSG00000219470,,
ENSG00000217159,LARP1P1,
ENSG00000215788,TNFRSF25,
ENSG00000215154,LOC652276,
ENSG00000215088,RPS5P3,
ENSG00000214642,DEFB113,
ENSG00000214413,BBIP1,
ENSG00000214050,FBXO16,
ENSG00000213863,,True
ENSG00000213557,,
ENSG00000213519,,
ENSG00000213339,QTRT1,
ENSG00000212402,SNORA74B,
ENSG00000211892,IGHG4,
ENSG00000211599,IGKV5-2,
ENSG00000207948,MIR328,
ENSG00000205236,,
ENSG00000205086,LINC02898,
ENSG00000204577,LILRB3,
ENSG00000204219,TCEA3,
ENSG00000204003,,
ENSG00000201820,Y_RNA,
ENSG00000199906,RNU5B-2P,
ENSG00000199565,Y_RNA,
ENSG00000198888,ND1,
ENSG00000198844,ARHGEF15,
ENSG00000197976,AKAP17A,
ENSG00000197965,MPZL1,
ENSG00000197930,ERO1A,
ENSG00000197465,GYPE,
ENSG00000197251,LINC00336,
ENSG00000197245,FAM110D,
ENSG00000197008,ZNF138,
ENSG00000196937,FAM3C,
ENSG00000196678,ERI2,
ENSG00000196616,ADH1B,
ENSG00000196476,C20orf96,
ENSG00000196236,XPNPEP3,
ENSG00000196092,PAX5,
ENSG00000188730,VWC2,
ENSG00000188706,ZDHHC9,
ENSG00000188523,CFAP77,
ENSG00000188242,PP7080,
ENSG00000186416,NKRF,
ENSG00000186340,THBS2,
ENSG00000186104,CYP2R1,
ENSG00000186056,MATN1-AS1,
ENSG00000185758,CLDN24,
ENSG00000185567,AHNAK2,
ENSG00000185271,KLHL33,
ENSG00000185052,SLC24A3,
ENSG00000184385,UMODL1-AS1,
ENSG00000183837,PNMA3,
ENSG00000183801,OLFML1,
ENSG00000183605,SFXN4,
ENSG00000183559,C10orf120,
ENSG00000183401,CCDC159,
ENSG00000182923,CEP63,
ENSG00000182901,RGS7,
ENSG00000182600,SNORC,
ENSG00000182400,TRAPPC6B,
ENSG00000182379,NXPH4,
ENSG00000182199,SHMT2,
ENSG00000181227,DLSTP1,
ENSG00000181135,ZNF707,
ENSG00000181097,LINC02878,
ENSG00000181019,NQO1,
ENSG00000180901,KCTD2,
ENSG00000180329,CCDC43,
ENSG00000179715,PCED1B,
ENSG00000179091,CYC1,
ENSG00000179083,FAM133A,
ENSG00000178773,CPNE7,
ENSG00000178623,GPR35,
ENSG00000178397,FAM220A,
ENSG00000178395,CCDC185,
ENSG00000178162,FAR2P2,
ENSG00000178150,ZNF114,
ENSG00000177981,ASB8,
ENSG00000177374,HIC1,
ENSG00000176933,TOB2P1,
ENSG00000176490,DIRAS1,
ENSG00000176320,,
ENSG00000174917,MICOS13,
ENSG00000174837,ADGRE1,
ENSG00000174175,SELP,
ENSG00000173517,PEAK1,
ENSG00000173273,TNKS,
ENSG00000173269,MMRN2,
ENSG00000172733,PURG,
ENSG00000172292,CERS6,
ENSG00000171777,RASGRP4,
ENSG00000171757,LRRC34,
ENSG00000171596,NMUR1,
ENSG00000171509,RXFP1,
ENSG00000171456,ASXL1,
ENSG00000171365,CLCN5,
ENSG00000171316,CHD7,
ENSG00000171115,GIMAP8,
ENSG00000169896,ITGAM,
ENSG00000169607,CKAP2L,
ENSG00000169554,ZEB2,
ENSG00000169442,CD52,
ENSG00000169016,E2F6,
ENSG00000168743,NPNT,
ENSG00000167065,DUSP18,
ENSG00000166959,MS4A8,
ENSG00000166763,STRCP1,
ENSG00000166535,A2ML1,
ENSG00000165194,PCDH19,
ENSG00000165124,SVEP1,
ENSG00000164941,INTS8,
ENSG00000164109,MAD2L1,
ENSG00000164045,CDC25A,
ENSG00000163950,SLBP,
ENSG00000163788,SNRK,
ENSG00000163743,RCHY1,
ENSG00000163637,PRICKLE2,
ENSG00000163631,ALB,
ENSG00000163145,C1QTNF7,
ENSG00000163032,VSNL1,
ENSG00000161847,RAVER1,
ENSG00000161835,TAMALIN,
ENSG00000161544,CYGB,
ENSG00000160949,TONSL,
ENSG00000160883,HK3,
ENSG00000160271,RALGDS,
ENSG00000158578,ALAS2,
ENSG00000158055,GRHL3,
ENSG00000157869,RAB28,
ENSG00000157796,WDR19,
ENSG00000157224,CLDN12,
ENSG00000157077,ZFYVE9,
ENSG00000156206,CFAP161,
ENSG00000156052,GNAQ,
ENSG00000155111,CDK19,
ENSG00000153558,FBXL2,
ENSG00000152822,GRM1,
ENSG00000152086,TUBA3E,
ENSG00000151689,INPP1,
ENSG00000151612,ZNF827,
ENSG00000151131,NOPCHAP1,
ENSG00000150048,CLEC1A,
ENSG00000147592,LACTB2,
ENSG00000147573,TRIM55,
ENSG00000147535,PLPP5,
ENSG00000146556,WASH2P,
ENSG00000146094,DOK3,
ENSG00000145782,ATG12,
ENSG00000145526,CDH18,
ENSG00000144655,CSRNP1,
ENSG00000143995,MEIS1,
ENSG00000143756,FBXO28,
ENSG00000143552,NUP210L,
ENSG00000143297,FCRL5,
ENSG00000143228,NUF2,
ENSG00000143149,ALDH9A1,
ENSG00000143119,CD53,
ENSG00000143110,C1orf162,
ENSG00000141543,EIF4A3,
ENSG00000140832,MARVELD3,
ENSG00000140577,CRTC3,
ENSG00000140368,PSTPIP1,
ENSG00000138755,CXCL9,
ENSG00000138496,PARP9,
ENSG00000138207,RBP4,
ENSG00000138193,PLCE1,
ENSG00000138079,SLC3A1,
ENSG00000137878,GCOM1,
ENSG00000137834,SMAD6,
ENSG00000136521,NDUFB5,
ENSG00000136244,IL6,
ENSG00000135838,NPL,
ENSG00000135363,LMO2,
ENSG00000135341,MAP3K7,
ENSG00000134668,SPOCD1,
ENSG00000134256,CD101,
ENSG00000132763,MMACHC,
ENSG00000132563,REEP2,
ENSG00000132437,DDC,
ENSG00000132274,TRIM22,
ENSG00000132205,EMILIN2,
ENSG00000131732,ZCCHC9,
ENSG00000131471,AOC3,
ENSG00000131055,COX4I2,
ENSG00000130921,MTRFR,
ENSG00000130653,PNPLA7,
ENSG00000130595,TNNT3,
ENSG00000127472,PLA2G5,
ENSG00000126803,HSPA2,
ENSG00000126246,IGFLR1,
ENSG00000124802,EEF1E1,
ENSG00000124160,NCOA5,
ENSG00000120709,FAM53C,
ENSG00000120327,PCDHB14,
ENSG00000120318,ARAP3,
ENSG00000120137,PANK3,
ENSG00000120129,DUSP1,
ENSG00000119862,LGALSL,
ENSG00000116652,DLEU2L,
ENSG00000116254,CHD5,
ENSG00000116030,SUMO1,
ENSG00000115364,MRPL19,
ENSG00000113763,UNC5A,
ENSG00000111912,NCOA7,
ENSG00000111863,ADTRP,
ENSG00000111716,LDHB,
ENSG00000111052,LIN7A,
ENSG00000110911,SLC11A2,
ENSG00000110887,DAO,
ENSG00000109625,CPZ,
ENSG00000109586,GALNT7,
ENSG00000109180,OCIAD1,
ENSG00000109016,DHRS7B,
ENSG00000107485,GATA3,
ENSG00000106991,ENG,
ENSG00000106178,CCL24,
ENSG00000106133,NSUN5P2,
ENSG00000105677,TMEM147,
ENSG00000104327,CALB1,
ENSG00000104081,BMF,
ENSG00000103494,RPGRIP1L,
ENSG00000103111,MON1B,
ENSG00000102575,ACP5,
ENSG00000101347,SAMHD1,
ENSG00000101307,SIRPB1,
ENSG00000101132,PFDN4,
ENSG00000100558,PLEK2,
ENSG00000100385,IL2RB,
ENSG00000100372,SLC25A17,
ENSG00000100226,GTPBP1,
ENSG00000095713,CRTAC1,
ENSG00000091483,FH,
ENSG00000090447,TFAP4,
ENSG00000089101,CFAP61,
ENSG00000086730,LAT2,
ENSG00000076685,NT5C2,
ENSG00000074317,SNCB,
ENSG00000067057,PFKP,
ENSG00000065970,FOXJ2,
ENSG00000065328,MCM10,
ENSG00000052802,MSMO1,
ENSG00000042429,MED17,
ENSG00000042062,RIPOR3,
ENSG00000026950,BTN3A1,
ENSG00000019186,CYP24A1,
ENSG00000013573,DDX11,
ENSG00000011201,ANOS1,
ENSG00000007923,DNAJC11,
ENSG00000007350,TKTL1,
ENSG00000000938,FGR,
